RESPONSE;CODER;PTYNAME;PTYID;PGID;COUNTRY;CTRYID;YEAR;EUROPARTY;PARTYFAM1;PARTYFAM2;PARTYFAM3;CR2PTYFED;CR9DUESSTATE;CR12MBRNUM;CR13MBRYR;CR14AFFL;CR15AFFLYR;CR16ALLMBR;CR17ALLYR;CR20PPGLDR;CR21ORGLDR;CR22TOPCAND;CR23POLLDR;A4RECPARTYTXT;A5RECPPGTXT;A36MBRSTATE;A47LOWNAME;A67CONOTHER;A77EXCOTHER;A91EXCWOMTXT;A92EXCETHTXT;B2BALLOTTXT;B3CANLAW1TXT;B4CANLAW2TXT;B18CANWOMTXT;B19CANETH;B20CANETHTXT;B21CANRUL1;B22CANRUL2TXT;B23CANRUL3TXT;C11DEPUTY;C12DEPUTYTXT;C21PLTITLE;C30PLAFFLTXT;C58PLVOT2B;C59PLNAME
188;Poguntke;Social Democratic Party;9002;558;Germany;9;2014;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
189;Poguntke;Free Democratic Party;9003;543;Germany;9;2011;3;3;3;3;4;Not Applicable;63123;2011;-999;-999;63123;2011;Rainer BrÃ¼derle;Philipp RÃ¶sler;Not Applicable;Not Applicable;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Ortsverband;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;National Chairman (Bundesvorsitzende);No role.;-999;Philipp RÃ¶sler
190;Poguntke;Free Democratic Party;9003;543;Germany;9;2012;3;3;3;3;4;Not Applicable;58675;2012;-999;-999;58675;2012;Rainer BrÃ¼derle;Philipp RÃ¶sler;Not Applicable;Not Applicable;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Ortsverband;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
191;Poguntke;Free Democratic Party;9003;543;Germany;9;2013;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Most of the legal requirements are stated in the Bundeswahlgesetz (Federal Electoral Act). Vandidates have to hold the German citizenship and be of full age (18 yrs) on the election day (Â§15). Parties with 5 representatives in the Bundestag or a Landtag since the last election are entitled to propose their own candidates;;;;;;;;;;;;;;
192;Poguntke;Free Democratic Party;9003;543;Germany;9;2014;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
193;Poguntke;The Left;9004;1227;Germany;9;2011;6;5;5;5;6;Not Applicable;69458;2011;-999;-999;69458;2011;Dr. Gregor Gysi;Klaus Ernst;;;;;;;;;;;;;;;;;;;;;;;;;
194;Poguntke;The Left;9004;1227;Germany;9;2012;6;5;5;5;6;Not Applicable;63761;2012;-999;-999;63761;2012;Dr. Gregor Gysi;Katja Kipping, Bernd Riexinger;Not Applicable;Not Applicable;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Ortsverband;Not Applicable;Not Applicable;;;;;;;;;;;;;;;;;
195;Poguntke;The Left;9004;1227;Germany;9;2013;6;5;5;5;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Most of the legal requirements are stated in the Bundeswahlgesetz (Federal Electoral Act). Vandidates have to hold the German citizenship and be of full age (18 yrs) on the election day (Â§15). Parties with 5 representatives in the Bundestag or a Landtag since the last election are entitled to propose their own candidates;;;;;;;;;;;;;;
196;Poguntke;The Left;9004;1227;Germany;9;2014;6;5;5;5;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Party Chairman (Parteivorsitzende);No role.;-999;Katja Kippinger
197;Poguntke;Alliance '90/The Greens;9005;772;Germany;9;2011;4;4;4;4;2;Not Applicable;59074;2011;-999;-999;59074;2011;JÃ¼rgen Trittin;Claudia Roth, Cem Ãzdemir;JÃ¼rgen Trittin;JÃ¼rgen Trittin;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Ortsverband;Not Applicable;Not Applicable;;;;;;;;;;;;;;;;;
198;Poguntke;Alliance '90/The Greens;9005;772;Germany;9;2012;4;4;4;4;2;Not Applicable;59653;2012;-999;-999;59653;2012;JÃ¼rgen Trittin, Renate KÃ¼nast;Claudia Roth, Cem Ãzdemir;Not Applicable;JÃ¼rgen Trittin;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Ortsverband;Not Applicable;Not Applicable;;;;;;;;;;;;;;;;;
199;Poguntke;Alliance '90/The Greens;9005;772;Germany;9;2013;4;4;4;4;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Most of the legal requirements are stated in the Bundeswahlgesetz (Federal Electoral Act). Vandidates have to hold the German citizenship and be of full age (18 yrs) on the election day (Â§15). Parties with 5 representatives in the Bundestag or a Landtag since the last election are entitled to propose their own candidates;;;;;;;;;;;;;;
200;Poguntke;Alliance '90/The Greens;9005;772;Germany;9;2014;4;4;4;4;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
201;Poguntke;Christian Social Union;9006;1180;Germany;9;2011;1;1;1;1;3;Not Applicable;150585;2011;-999;-999;150585;2011;Volker Kauder: joint leader of CDU/CSU, leader of the regional faction: Hans-Peter Friedrich;Horst Seehofer;Horst Seehofer;Horst Seehofer;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Ortsverband;Not Applicable;Not Applicable;40 % of the 32 elected ordinary member of the party executive have to be women. The chair of the womenâs organization is an ex officio member of the party executive.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;1;The party leader has the exclusive right to nominate the Secretary-General, the party manager, advisory members of the executive committee (Â§27) and members of different commissions (financial, statute, motion;;;;
202;Poguntke;Christian Social Union;9006;1180;Germany;9;2012;1;1;1;1;3;Not Applicable;147965;2012;-999;-999;147965;2012;Volker Kauder;Horst Seehofer;Not Applicable;Horst Seehofer;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Ortsverband;Not Applicable;Not Applicable;40 % of the 32 elected ordinary member of the party executive have to be women. The chair of the womenâs organization is an ex officio member of the party executive.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
203;Poguntke;Christian Social Union;9006;1180;Germany;9;2013;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Most of the legal requirements are stated in the Bundeswahlgesetz (Federal Electoral Act). Vandidates have to hold the German citizenship and be of full age (18 yrs) on the election day (Â§15). Parties with 5 representatives in the Bundestag or a Landtag since the last election are entitled to propose their own candidates;;;;;;;;;;;;;;
204;Poguntke;Christian Social Union;9006;1180;Germany;9;2014;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
205;Poguntke;Pirate Party;9007;865;Germany;9;2011;14;-999;-999;-999;6;Not Applicable;19694;2011;-999;-999;19694;2011;Not Applicable;Sebastian Nerz;Not Applicable;Marina Weisband;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Individual Member;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Chairman (Vorsitzender);No role.;-999;Sebastian Nerz
206;Poguntke;Pirate Party;9007;865;Germany;9;2012;14;-999;-999;-999;6;Not Applicable;34112;2012;-999;-999;34112;2012;Not Applicable;Bernd SchlÃ¶mer;Not Applicable;Not Applicable;No rules.;5% of the members of the Bundestag are minimum requirement to form a parliamentary group.;Not Applicable;Individual Member;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Chairman (Vorsitzender);No role.;-999;Bernd SchlÃ¶mer
207;Poguntke;Pirate Party;9007;865;Germany;9;2013;14;-999;-999;-999;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Most of the legal requirements are stated in the Bundeswahlgesetz (Federal Electoral Act). Vandidates have to hold the German citizenship and be of full age (18 yrs) on the election day (Â§15). Parties with 5 representatives in the Bundestag or a Landtag since the last election are entitled to propose their own candidates;;;;;;;;;;;;;;
208;Poguntke;Pirate Party;9007;865;Germany;9;2014;14;-999;-999;-999;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Chairman (Vorsitzender);No role.;-999;Stefan KÃ¶rner
209;Enyedi;Fidesz - Hungarian Civic Alliance;10001;921;Hungary;10;2010;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;750 recommendations are necessary to nominate a candidate in a SMD. A party must fill at least one quarter of the SMDs in each county (MMD) in order to be able to nominate a county list. In order to nominate a national party list, a party must have county lists for at least one third of the counties. 5 % is the threshold;No legal rules.;No legal rules.;No rules.;2;No rules.;1;Members can propose SMD candidates and vote for them in the local organization. (The Assembly of the Local Organization proposes SMD candidates, the Electoral District Organization evaluates/endorses the proposals made by local organizations, the proposals go to the national Election Coordination Committee, the Committee takes them into account and comes up with the final proposals for SMD seats and creates the draft for the lists for the regional and the national tier, the final decision is made for all candidates by the National Board. The Election Coordination Committee is composed of the party president, the president of the national board, the faction leader, the national campaign manager, a delegate of the national presidium, a delegate of the national board (the body includes the EP faction leader for EP election). The national campaign manager is chosen by the Presidium, proposed by the President. The Election Coordination Committee is therefore a modified version of the Presidium.);The Assembly of the Local Organization proposes SMD candidates. The Electoral District Organization evaluates/endorses the proposals made by local organizations.;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
210;Enyedi;Fidesz - Hungarian Civic Alliance;10001;921;Hungary;10;2011;1;1;1;1;1;Not Applicable;40320;2011;-999;-999;40320;2011;Janos Lazar;Viktor Orban;Viktor Orban;Viktor Orban;Must have support of 10 Hungarian citizens, statutes, and an elected set of representatives and leadership.;10 MPs and presence of the label on the ballot at the previous election.;Not Applicable;helyi szervezet;National Forum, KDNP, Smallholders' Society, Lung Drom, Fidelitas, Green, Local Government, Village, Workers', Cultural Section;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Party President;No role.;-999;Viktor Orban
211;Enyedi;Fidesz - Hungarian Civic Alliance;10001;921;Hungary;10;2012;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
212;Enyedi;Fidesz - Hungarian Civic Alliance;10001;921;Hungary;10;2013;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
213;Enyedi;Fidesz - Hungarian Civic Alliance;10001;921;Hungary;10;2014;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
214;Enyedi;Jobbik;10002;600;Hungary;10;2010;11;7;7;6;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;750 recommendations are necessary to nominate a candidate in a SMD. A party must fill at least one quarter of the SMDs in each county (MMD) in order to be able to nominate a county list. In order to nominate a national party list, a party must have county lists for at least one third of the counties. 5 % is the threshold;No legal rules.;No legal rules.;No rules.;2;No rules.;2;Members can propose SMD candidates and vote for them in the local organization. (An electoral committee was formed before the election. The committee was led by the party director.Local and county organizations proposed local candidates for the county lists, but the committee had veto-right. The committee proposed and the presidency approved the national list.SMD-candidates were selected through an interactive process between the committee and the local and county organizations.);Local organizations proposed local candidates.;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
215;Enyedi;Jobbik;10002;600;Hungary;10;2011;11;7;7;6;6;Not Applicable;12000;2012;-999;-999;12000;2011;GÃ¡bor Vona;GÃ¡bor Vona;GÃ¡bor Vona;GÃ¡bor Vona;Must have support of 10 Hungarian citizens, statutes, and an elected set of representatives and leadership.;10 MPs and presence of the label on the ballot at the previous election.;Not Applicable;alapszervezet;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Party President;No role.;-999;GÃ¡bor Vona
